CAD CDW ID,CAD Event Number,General Offense Number,Event Clearance Code,Event Clearance Description,Event Clearance SubGroup,Event Clearance Group,Event Clearance Date,Hundred Block Location,District/Sector,Zone/Beat,Census Tract,Longitude,Latitude,Incident Location,Initial Type Description,Initial Type Subgroup,Initial Type Group,At Scene Time
1901840,16000457303,2016457303,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,12/21/2016 01:56:03 PM,65XX BLOCK OF WOODLAWN AV N,J,J3,3600.4020,-122.331184,47.6766,"(47.6766, -122.331184)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
1528276,15000295555,2015295555,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",08/24/2015 12:26:00 PM,4 AV / PINE ST,M,M3,8100.2004,-122.337595939,47.611207077,"(47.611207077, -122.337595939)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,
898979,12000307239,2012307239,430,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,ACCIDENT INVESTIGATION,09/11/2012 09:34:00 PM,N 45 ST / BAGLEY AV N,J,J3,5100.1003,-122.332549627,47.661378388,"(47.661378388, -122.332549627)","ACC - REPORT, NON INJ/NON BLKG OR AFTER FACT INJ",ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,09/11/2012 09:34:00 PM
1005069,12000433892,2012433892,073,AUTO RECOVERY,AUTO RECOVERIES,AUTO THEFTS,12/20/2012 04:15:00 PM,W THURMAN ST / 26 AV W,Q,Q1,5801.3006,-122.389906987,47.655887158,"(47.655887158, -122.389906987)",,,,
1845164,16000354645,2016354645,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,09/30/2016 11:53:18 AM,10XX BLOCK OF PIKE ST,E,E3,8300.2014,-122.32929,47.61301,"(47.61301, -122.32929)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,09/30/2016 10:55:51 AM
630716,11000197111,2011197111,071,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,06/19/2011 10:42:00 PM,36XX BLOCK OF MERIDIAN AVE N,J,J3,5400.2010,-122.333876687,47.651228227,"(47.651228227, -122.333876687)",,,,
592941,11000172496,2011172496,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,05/30/2011 04:53:00 PM,29 AV S / S GRAHAM ST,S,S1,10400.3010,-122.295821613,47.546251085,"(47.546251085, -122.295821613)",,,,
130168,10000413265,2010413265,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,11/30/2010 09:48:00 AM,NULL,L,L1,700.1002,-122.293909019,47.719269999,"(47.719269999, -122.293909019)",,,,
602784,11000173646,2011173646,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,05/31/2011 04:00:00 PM,2XX BLOCK OF COLUMBIA ST,K,K1,8100.2028,-122.333269487,47.603964968,"(47.603964968, -122.333269487)",,,,
782199,12000122329,2012122329,415,BLOCKING VEHICLE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,04/22/2012 12:12:00 AM,11XX BLOCK OF 4TH AVE,K,K1,8100.2019,-122.333887756,47.607158143,"(47.607158143, -122.333887756)",,,,
1970033,17000117677,2017117677,041,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",04/04/2017 04:28:42 PM,5XX BLOCK OF 4 AV W,Q,Q3,7100.1002,-122.36194,47.62395,"(47.62395, -122.36194)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,04/04/2017 01:45:25 PM
1052831,15000103116,2015103116,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,03/30/2015 12:20:00 PM,NE 52 ST / 16 AV NE,U,U1,4400.3006,-122.310779423,47.666417473,"(47.666417473, -122.310779423)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
2020903,17000211670,2017211670,242,FIGHT DISTURBANCE,DISTURBANCES,DISTURBANCES,06/12/2017 08:28:19 PM,88XX BLOCK OF NESBIT AV N,N,N3,1800.2002,-122.343475,47.693275,"(47.693275, -122.343475)",FIGHT - JO - PHYSICAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,
781811,12000121472,2012121472,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,04/21/2012 12:03:00 PM,44XX BLOCK OF 41ST AVE SW,W,W2,9800.5013,-122.384133853,47.563778351,"(47.563778351, -122.384133853)",,,,
108455,10000381993,2010381993,100,FRAUD (INCLUDING IDENTITY THEFT),FRAUD CALLS,FRAUD CALLS,11/01/2010 08:39:00 PM,12XX BLOCK OF N 44TH ST,J,J3,5000.3016,-122.343005633,47.659959152,"(47.659959152, -122.343005633)",,,,
1783494,16000248177,2016248177,064,SHOPLIFT,THEFT,SHOPLIFTING,07/11/2016 07:14:11 PM,4XX BLOCK OF BROADWAY E,E,E1,7401.2004,-122.320915,47.62256,"(47.62256, -122.320915)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,07/11/2016 04:06:15 PM
538194,11000112912,2011112912,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,04/09/2011 12:30:00 AM,143XX BLOCK OF EVANSTON AVE N,N,N1,401.1001,-122.351762803,47.733222008,"(47.733222008, -122.351762803)",,,,
2048367,14000193837,2014193837,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,06/18/2014 12:00:00 AM,56XX BLOCK OF 12 AV NE,U,U3,4400.5010,-122.315190344,47.670339674,"(47.670339674, -122.315190344)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1717692,16000134733,2016134733,170,"RECKLESS ENDANGERMENT, LITTERING, PARKS CODE VIOLATIONS",MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,04/19/2016 10:50:00 AM,WESTERN AV / PINE ST,M,M1,8100.3010,-122.34207,47.609333,"(47.609333, -122.34207)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,
1109714,15000184101,2015184101,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,06/03/2015 10:58:00 AM,24XX BLOCK OF NW 58 ST,B,B1,3200.3000,-122.388864872,47.670918022,"(47.670918022, -122.388864872)",TRAFFIC - BLOCKING ROADWAY,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
1724244,16000146005,2016146005,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,04/27/2016 08:47:33 PM,15 AV NW / NW MARKET ST,B,B1,4700.3020,-122.37621,47.668663,"(47.668663, -122.37621)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,04/27/2016 06:08:35 PM
705587,12000005876,20125876,161,TRESPASS ,TRESPASS,TRESPASS,01/06/2012 03:02:00 PM,16XX BLOCK OF 4TH AVE,M,M2,8100.2002,-122.33804772,47.611705679,"(47.611705679, -122.33804772)",,,,
2202350,14000382887,2014382887,415,BLOCKING VEHICLE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,11/15/2014 01:48:00 PM,LEARY WY NW / NW 39 ST,J,J2,4800.3031,-122.360067,47.654144088,"(47.654144088, -122.360067)",TRAFFIC - BLOCKING ROADWAY,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
826974,12000188970,2012188970,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,06/16/2012 09:57:00 PM,15XX BLOCK OF 11TH AVE,C,C2,7500.4007,-122.318150192,47.614674412,"(47.614674412, -122.318150192)",,,,
658282,12000259937,2012259937,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,08/07/2012 06:52:00 PM,82XX BLOCK OF 44TH AVE SW,W,W3,11600.6030,-122.389334343,47.529775257,"(47.529775257, -122.389334343)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1289369,13000020279,201320279,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,01/18/2013 09:24:00 AM,DEXTER AV N / MC GRAW ST,Q,Q2,6000.1004,-122.344153304,47.639576853,"(47.639576853, -122.344153304)",,,,
447148,11000310346,2011310346,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,09/20/2011 10:40:00 AM,16XX BLOCK OF N NORTHGATE WAY,N,N3,1300.1001,-122.338977705,47.705055694,"(47.705055694, -122.338977705)",,,,
920533,12000338325,2012338325,161,TRESPASS,TRESPASS,TRESPASS,10/03/2012 09:52:00 PM,56XX BLOCK OF 22ND AVE NW,B,B2,4700.5007,-122.38474259,47.669818636,"(47.669818636, -122.38474259)",,,,
1841124,16000347511,2016347511,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,09/25/2016 12:10:05 AM,97XX BLOCK OF DENSMORE AV N,N,N3,1300.1022,-122.337364,47.700027,"(47.700027, -122.337364)",SHOTS - IP/JO - INCLUDES HEARD/NO ASSAULT,WEAPONS CALLS,GUN CALLS,
790649,12000134965,2012134965,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,05/03/2012 12:20:00 AM,39XX BLOCK OF SW OTHELLO ST,W,W3,11600.1005,-122.3828328,47.537520664,"(47.537520664, -122.3828328)",,,,
128086,10000410340,2010410340,371,PROPERTY - MISSING,"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",11/27/2010 10:03:00 AM,NULL,B,B3,2900.1001,-122.360647636,47.690624419,"(47.690624419, -122.360647636)",,,,
1720774,16000140032,2016140032,130,PROPERTY DESTRUCTION,PROPERTY DAMAGE,PROPERTY DAMAGE,04/23/2016 03:17:23 AM,50XX BLOCK OF 35 AV NE,U,U3,4200.3010,-122.29017,47.66578,"(47.66578, -122.29017)",PROPERTY - DAMAGE,PROPERTY DAMAGE,PROPERTY DAMAGE,04/23/2016 01:01:37 AM
435733,11000293439,2011293439,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,09/05/2011 11:28:00 PM,51XX BLOCK OF S LEO ST,S,S3,11900.5011,-122.268677075,47.502611258,"(47.502611258, -122.268677075)",,,,
701698,12000000187,2012187,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF ",01/01/2012 01:35:00 AM,FREMONT BR / SB,J,J2,4900.3008,-122.351823112,47.652979268,"(47.652979268, -122.351823112)",,,,
126011,10000407136,2010407136,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,11/23/2010 12:09:00 AM,122XX BLOCK OF MERIDIAN AVE N,F,F3,11200.1013,-122.334143909,47.717738675,"(47.717738675, -122.334143909)",,,,
2204940,14000386646,2014386646,041,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",11/19/2014 02:07:00 AM,19XX BLOCK OF AIRPORT WY S,K,K3,9300.1013,-122.321392748,47.586297276,"(47.586297276, -122.321392748)",ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS),ASSAULTS,ASSAULTS,11/18/2014 10:50:00 PM
35960,10000275982,2010275982,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF ",08/08/2010 09:47:00 PM,1XX BLOCK OF S WASHINGTON ST,K,K3,9200.2005,-122.333529122,47.600882385,"(47.600882385, -122.333529122)",,,,
122791,10000403364,2010403364,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,11/19/2010 03:44:00 PM,NULL,B,B3,1700.2012,-122.353950445,47.692414027,"(47.692414027, -122.353950445)",,,,
534449,11000097664,201197664,161,TRESPASS ,TRESPASS,TRESPASS,03/26/2011 12:19:00 PM,22XX BLOCK OF 1ST AVE,M,M1,8002.2001,-122.355293423,47.618534826,"(47.618534826, -122.355293423)",,,,
1901470,16000456562,2016456562,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",12/20/2016 08:50:36 PM,33XX BLOCK OF 3 AV S,O,O2,9300.3033,-122.329994,47.574043,"(47.574043, -122.329994)","ANIMAL - INJURED, DEAD HAZARD",ANIMAL COMPLAINTS,ANIMAL COMPLAINTS,
815827,12000172047,2012172047,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF ",06/03/2012 06:27:00 AM,16XX BLOCK OF SW HENDERSON ST,F,F2,11400.3000,-122.355776927,47.522868887,"(47.522868887, -122.355776927)",,,,
2252342,15000022004,201522004,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",01/20/2015 05:16:00 PM,38XX BLOCK OF RAINIER AV S,R,R1,10100.5006,-122.28992196,47.568881157,"(47.568881157, -122.28992196)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,
1812003,16000298161,2016298161,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,08/17/2016 08:02:44 PM,NE 130 ST / 33 AV NE,L,L3,100.3003,-122.29199,47.72273,"(47.72273, -122.29199)",FIGHT - IP - PHYSICAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,
1488705,15000247384,2015247384,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,07/19/2015 08:39:00 AM,AURORA BR / SB,B,B3,4900.2029,-122.347295888,47.647602125,"(47.647602125, -122.347295888)",TRAFFIC - MOVING VIOLATION,TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
607300,11000174142,2011174142,184,"NARCOTICS, OTHER",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,06/01/2011 03:14:00 AM,3 AV / LENORA ST,M,M2,7200.2025,-122.342194182,47.61316432,"(47.61316432, -122.342194182)",,,,
1140405,15000228464,2015228464,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",07/05/2015 12:59:00 AM,CALIFORNIA AV SW / SW EDMUNDS ST,W,W2,10500.4011,-122.38683076,47.559324064,"(47.559324064, -122.38683076)",FIREWORKS - NUISANCE (NO HAZARD),MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,
477405,11000354841,2011354841,073,AUTO RECOVERY,AUTO RECOVERIES,AUTO THEFTS,10/31/2011 01:55:00 PM,96XX BLOCK OF 53RD AVE S,S,S3,11800.3014,-122.26652471,47.515465323,"(47.515465323, -122.26652471)",,,,
1246849,11000043721,201143721,220,MENTAL COMPLAINT,MENTAL CALL,MENTAL HEALTH,02/06/2011 02:04:00 AM,84XX BLOCK OF 55TH AVE S,S,S2,11800.1001,-122.263887854,47.527642472,"(47.527642472, -122.263887854)",,,,
2102934,14000218166,2014218166,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,07/05/2014 10:22:00 PM,15XX BLOCK OF BROADWAY,C,C2,7500.4008,-122.320789513,47.614655487,"(47.614655487, -122.320789513)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,07/05/2014 10:22:00 PM
905577,12000318052,2012318052,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,09/19/2012 02:33:00 PM,9XX BLOCK OF N NORTHLAKE WAY,J,J3,5400.2004,-122.345977596,47.648642856,"(47.648642856, -122.345977596)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,09/19/2012 01:26:00 PM
484390,11000361536,2011361536,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,11/06/2011 01:36:00 PM,3XX BLOCK OF 2ND AV ET S,K,K2,9200.2021,-122.3308075,47.60046424,"(47.60046424, -122.3308075)",,,,
107575,10000380749,2010380749,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,10/31/2010 08:02:00 PM,XX BLOCK OF S ROSE ST,S,S2,11800.6005,-122.269724487,47.529132925,"(47.529132925, -122.269724487)",,,,
912031,12000326680,2012326680,220,MENTAL COMPLAINT,MENTAL CALL,MENTAL HEALTH,09/25/2012 07:10:00 PM,105XX BLOCK OF ROOSEVELT WAY NE,L,L2,1200.2000,-122.323310651,47.722999355,"(47.722999355, -122.323310651)",,,,09/25/2012 06:28:00 PM
52408,10000299780,2010299780,176,LIQUOR VIOLATION - ADULT,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,08/27/2010 01:01:00 PM,11XX BLOCK OF FAIRVIEW AVE E,D,D2,6600.2002,-122.32693371,47.632880345,"(47.632880345, -122.32693371)",,,,
1543505,15000314151,2015314151,161,TRESPASS,TRESPASS,TRESPASS,09/07/2015 10:47:00 PM,13XX BLOCK OF NE 42 ST,U,U2,5301.3008,-122.313785244,47.658321742,"(47.658321742, -122.313785244)","NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,
131954,10000415985,2010415985,430,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,ACCIDENT INVESTIGATION,12/02/2010 03:05:00 PM,NULL,F,F2,11400.3019,-122.358459063,47.521029173,"(47.521029173, -122.358459063)",,,,
1698988,16000097727,201697727,073,AUTO RECOVERY,AUTO RECOVERIES,AUTO THEFTS,03/20/2016 10:00:25 PM,6XX BLOCK OF PINE ST,M,M2,8200.1002,-122.334816,47.61237,"(47.61237, -122.334816)",AUTO RECOVERY,AUTO THEFTS,AUTO RECOVERIES,03/20/2016 08:48:14 PM
1681625,16000068973,201668973,202,ALACAD - COMMERCIAL PANIC (FALSE),PANIC ALACAD (FALSE),FALSE ALACAD,02/26/2016 02:04:49 PM,56XX BLOCK OF 15 AV NW,B,B1,4700.3014,-122.37621,47.669807,"(47.669807, -122.37621)",ALARM - BANK (HOLD-UP),ALACAD,SUSPICIOUS CIRCUMSTANCES,
1889782,16000434379,2016434379,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,12/03/2016 03:28:17 AM,35 AV NE / NE 123 ST,L,L3,700.1008,-122.29137,47.717316,"(47.717316, -122.29137)",MOTOR VEHICLE COLLISION WITH INJURIES - PRIORITY 1,MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,12/02/2016 10:55:39 PM
2026062,17000218553,2017218553,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,06/17/2017 05:54:37 PM,88XX BLOCK OF AURORA AV N,N,N3,1800.2005,-122.34455,47.6931,"(47.6931, -122.34455)",FIGHT - IP - PHYSICAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,06/17/2017 05:52:33 PM
86761,10000350039,2010350039,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10/06/2010 06:16:00 PM,10XX BLOCK OF W PROSPECT ST,Q,Q3,5802.2010,-122.37062702,47.628802748,"(47.628802748, -122.37062702)",,,,
1742897,16000180683,2016180683,372,PROPERTY - FOUND (FOLLOW UP TO SPD CASE),"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",05/23/2016 06:46:15 PM,10XX BLOCK OF E REPUBLICAN ST,E,E1,7500.3006,-122.31938,47.623123,"(47.623123, -122.31938)",PROPERTY - FOUND,"PROPERTY - MISSING, FOUND","PROPERTY - MISSING, FOUND",05/23/2016 03:12:12 PM
106449,10000378825,2010378825,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,10/30/2010 03:23:00 AM,5XX BLOCK OF 2ND AVE,K,K2,8100.2035,-122.332251471,47.602012153,"(47.602012153, -122.332251471)",,,,
1658600,16000029066,201629066,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,01/25/2016 10:17:55 AM,28XX BLOCK OF NE 125 ST,L,L1,700.1004,-122.29706,47.719288,"(47.719288, -122.29706)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
430717,11000286148,2011286148,220,MENTAL COMPLAINT,MENTAL CALL,MENTAL HEALTH,08/30/2011 10:22:00 PM,29XX BLOCK OF FUHRMAN AVE E,C,C1,6100.1012,-122.317479247,47.647369875,"(47.647369875, -122.317479247)",,,,
1919780,17000022330,201722330,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,01/19/2017 12:22:15 AM,11XX BLOCK OF NW MARKET ST,B,B2,4700.1015,-122.37218,47.668663,"(47.668663, -122.37218)",TRESPASS,TRESPASS,TRESPASS,
1031606,15000072519,201572519,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/04/2015 08:29:00 PM,36XX BLOCK OF 59 AV SW,W,W2,9701.4003,-122.408476925,47.571207962,"(47.571207962, -122.408476925)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
653129,12000081391,201281391,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/17/2012 03:26:00 PM,77XX BLOCK OF MARTIN LUTHER KING JR WAY S,S,S2,11001.3030,-122.27861207,47.510456054,"(47.510456054, -122.27861207)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
2176873,14000341654,2014341654,071,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,10/12/2014 02:28:00 PM,PALATINE AV N / N 112 ST,B,B1,1400.6000,-122.356833259,47.710533171,"(47.710533171, -122.356833259)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,10/12/2014 01:28:00 PM
828065,12000190701,2012190701,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,06/18/2012 11:18:00 AM,52XX BLOCK OF 57TH AVE S,R,R3,10200.1014,-122.262109082,47.55409687,"(47.55409687, -122.262109082)",,,,
384251,11000218189,2011218189,186,"NARCOTICS, DRUG TRAFFIC LOITERING ",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,07/06/2011 10:39:00 AM,E SPRUCE ST / 12 AV,E,E3,8600.3000,-122.316781797,47.603512079,"(47.603512079, -122.316781797)",,,,
761567,12000090239,201290239,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,03/25/2012 04:52:00 AM,92XX BLOCK OF SPEAR PL S,S,S2,11700.1018,-122.273632924,47.519611372,"(47.519611372, -122.273632924)",,,,
2119862,14000243905,2014243905,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,07/25/2014 07:54:00 PM,I90 WB / RAINIER AV S,G,G2,9400.5000,-122.307471169,47.590559273,"(47.590559273, -122.307471169)",TRAFFIC - MOVING VIOLATION,TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
652922,12000148054,2012148054,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,05/14/2012 05:59:00 AM,2 AV W / W BOSTON ST,Q,Q2,6800.2006,-122.359608295,47.638380843,"(47.638380843, -122.359608295)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1624313,15000422464,2015422464,041,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",12/05/2015 01:46:54 PM,65XX BLOCK OF 50 AV NE,U,U3,3900.2008,-122.27424,47.676678,"(47.676678, -122.27424)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",12/05/2015 12:50:48 PM
71567,10000327646,2010327646,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,09/18/2010 07:55:00 PM,113XX BLOCK OF LAKE CITY WAY NE,L,L2,1100.1000,-122.299992255,47.711232102,"(47.711232102, -122.299992255)",,,,
612024,11000179119,2011179119,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,06/05/2011 12:01:00 AM,6 AV / LENORA ST,M,M2,7200.1060,-122.339616144,47.615159016,"(47.615159016, -122.339616144)",,,,
1647391,16000009946,20169946,200,ALACAD - COMMERCIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,01/09/2016 12:16:24 PM,5XX BLOCK OF S HOLDEN ST,F,F1,11200.2019,-122.326775,47.534134,"(47.534134, -122.326775)","ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",ALACAD,SUSPICIOUS CIRCUMSTANCES,
1281245,13000009991,20139991,064,SHOPLIFT,THEFT,SHOPLIFTING,01/09/2013 01:55:00 PM,43XX BLOCK OF UNIVERSITY WAY NE,U,U2,5301.3000,-122.313148998,47.660532244,"(47.660532244, -122.313148998)",,,,
148009,10000448296,2010448296,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,12/31/2010 06:54:00 PM,75XX BLOCK OF AURORA AVE N,J,J1,2700.5013,-122.344486333,47.683669765,"(47.683669765, -122.344486333)",,,,
1030819,15000071299,201571299,,,,,,39XX BLOCK OF 39 AV SW,W,W2,9800.4000,-122.381481704,47.568821321,"(47.568821321, -122.381481704)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/03/2015 08:27:00 PM
1661662,16000033488,201633488,052,BURGLARY - COMMERCIAL,COMMERCIAL BURGLARIES,BURGLARY,01/28/2016 09:52:23 PM,5XX BLOCK OF 3 AV,K,K2,8100.2043,-122.331085,47.602413,"(47.602413, -122.331085)",BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,01/28/2016 08:06:35 PM
423716,11000275850,2011275850,050,"BURGLARY - RESIDENTIAL, UNOCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,08/22/2011 02:59:00 PM,85XX BLOCK OF MARY AVE NW,B,B1,1600.3016,-122.37545939,47.691523902,"(47.691523902, -122.37545939)",,,,
1108690,15000182519,2015182519,,,,,,NW 65 ST / 3 AV NW,B,B2,3400.2014,-122.360696764,47.675995068,"(47.675995068, -122.360696764)",AUTO RECOVERY,AUTO THEFTS,AUTO RECOVERIES,06/02/2015 04:28:00 AM
